year,month,day,hour,GHI_W/m2,Temp_C,WindSpeed_m/s,datetime
2025,6,24,7,0.0,22.73,3.47,2025-06-24 07:00:00
2025,6,24,8,0.0,23.17,3.82,2025-06-24 08:00:00
2025,6,24,9,0.0,23.71,4.05,2025-06-24 09:00:00
2025,6,24,10,0.0,24.17,4.37,2025-06-24 10:00:00
2025,6,24,11,0.0,24.26,4.62,2025-06-24 11:00:00
2025,6,24,12,0.0,24.07,4.64,2025-06-24 12:00:00
2025,6,24,13,0.0,24.43,4.51,2025-06-24 13:00:00
2025,6,24,14,0.0,24.46,4.58,2025-06-24 14:00:00
2025,6,24,15,0.0,24.23,4.34,2025-06-24 15:00:00
2025,6,24,16,0.0,24.22,4.18,2025-06-24 16:00:00
2025,6,24,17,0.0,23.68,3.84,2025-06-24 17:00:00
2025,6,24,18,0.0,22.94,3.41,2025-06-24 18:00:00
2025,6,24,19,0.0,22.7,3.09,2025-06-24 19:00:00
2025,6,24,20,0.0,22.72,3.12,2025-06-24 20:00:00
2025,6,24,21,0.0,22.63,3.11,2025-06-24 21:00:00
2025,6,24,22,0.0,22.61,2.83,2025-06-24 22:00:00
2025,6,24,23,0.0,22.54,2.87,2025-06-24 23:00:00
2025,6,25,0,0.0,22.35,2.94,2025-06-25 00:00:00
2025,6,25,1,0.0,22.23,3.11,2025-06-25 01:00:00
2025,6,25,2,0.0,22.18,3.15,2025-06-25 02:00:00
2025,6,25,3,0.0,22.19,3.14,2025-06-25 03:00:00
2025,6,25,4,0.0,22.23,3.01,2025-06-25 04:00:00
2025,6,25,5,0.0,22.3,2.81,2025-06-25 05:00:00
2025,6,25,6,0.0,22.68,2.91,2025-06-25 06:00:00
2025,6,25,7,0.0,23.31,3.25,2025-06-25 07:00:00
2025,6,25,8,0.0,23.84,3.41,2025-06-25 08:00:00
2025,6,25,9,0.0,24.56,3.59,2025-06-25 09:00:00
2025,6,25,10,0.0,24.99,3.95,2025-06-25 10:00:00
2025,6,25,11,0.0,25.28,4.29,2025-06-25 11:00:00
2025,6,25,12,0.0,25.81,4.39,2025-06-25 12:00:00
2025,6,25,13,0.0,25.82,4.21,2025-06-25 13:00:00
2025,6,25,14,0.0,25.42,3.98,2025-06-25 14:00:00
2025,6,25,15,0.0,25.13,3.71,2025-06-25 15:00:00
2025,6,25,16,0.0,24.69,3.57,2025-06-25 16:00:00
2025,6,25,17,0.0,24.13,3.25,2025-06-25 17:00:00
2025,6,25,18,0.0,23.62,2.94,2025-06-25 18:00:00
2025,6,25,19,0.0,23.32,2.69,2025-06-25 19:00:00
2025,6,25,20,0.0,23.14,2.86,2025-06-25 20:00:00
2025,6,25,21,0.0,23.04,2.73,2025-06-25 21:00:00
2025,6,25,22,0.0,22.96,2.71,2025-06-25 22:00:00
2025,6,25,23,0.0,22.86,2.8,2025-06-25 23:00:00
2025,6,26,0,0.0,22.75,2.9,2025-06-26 00:00:00
2025,6,26,1,0.0,22.58,3.16,2025-06-26 01:00:00
2025,6,26,2,0.0,22.41,3.28,2025-06-26 02:00:00
2025,6,26,3,0.0,22.34,3.41,2025-06-26 03:00:00
2025,6,26,4,0.0,22.43,3.29,2025-06-26 04:00:00
2025,6,26,5,0.0,22.43,2.85,2025-06-26 05:00:00
2025,6,26,6,0.0,22.6,2.57,2025-06-26 06:00:00
2025,6,26,7,0.0,23.07,2.85,2025-06-26 07:00:00
2025,6,26,8,0.0,23.75,3.2,2025-06-26 08:00:00
2025,6,26,9,0.0,24.68,3.78,2025-06-26 09:00:00
2025,6,26,10,0.0,25.31,3.96,2025-06-26 10:00:00
2025,6,26,11,0.0,25.76,4.15,2025-06-26 11:00:00
2025,6,26,12,0.0,25.68,4.2,2025-06-26 12:00:00
2025,6,26,13,0.0,25.36,4.32,2025-06-26 13:00:00
2025,6,26,14,0.0,24.91,4.26,2025-06-26 14:00:00
2025,6,26,15,0.0,24.56,4.2,2025-06-26 15:00:00
2025,6,26,16,0.0,24.23,4.11,2025-06-26 16:00:00
2025,6,26,17,0.0,23.76,3.77,2025-06-26 17:00:00
2025,6,26,18,0.0,23.15,3.27,2025-06-26 18:00:00
2025,6,26,19,0.0,22.7,3.11,2025-06-26 19:00:00
2025,6,26,20,0.0,22.51,2.97,2025-06-26 20:00:00
2025,6,26,21,0.0,22.38,2.76,2025-06-26 21:00:00
2025,6,26,22,0.0,22.36,2.73,2025-06-26 22:00:00
2025,6,26,23,0.0,22.34,2.81,2025-06-26 23:00:00
2025,6,27,0,0.0,22.29,2.83,2025-06-27 00:00:00
2025,6,27,1,0.0,22.28,2.94,2025-06-27 01:00:00
2025,6,27,2,0.0,22.24,3.2,2025-06-27 02:00:00
2025,6,27,3,0.0,22.24,3.5,2025-06-27 03:00:00
2025,6,27,4,0.0,22.25,3.56,2025-06-27 04:00:00
2025,6,27,5,0.0,22.28,3.24,2025-06-27 05:00:00
2025,6,27,6,0.0,22.5,3.17,2025-06-27 06:00:00
2025,6,27,7,0.0,23.0,3.34,2025-06-27 07:00:00
2025,6,27,8,0.0,23.31,3.75,2025-06-27 08:00:00
2025,6,27,9,0.0,23.94,4.16,2025-06-27 09:00:00
2025,6,27,10,0.0,24.91,4.28,2025-06-27 10:00:00
2025,6,27,11,0.0,25.51,4.38,2025-06-27 11:00:00
2025,6,27,12,0.0,25.48,4.47,2025-06-27 12:00:00
2025,6,27,13,0.0,25.25,4.25,2025-06-27 13:00:00
2025,6,27,14,0.0,24.71,3.84,2025-06-27 14:00:00
2025,6,27,15,0.0,24.32,3.64,2025-06-27 15:00:00
2025,6,27,16,0.0,24.1,3.6,2025-06-27 16:00:00
2025,6,27,17,0.0,23.65,3.24,2025-06-27 17:00:00
2025,6,27,18,0.0,23.17,2.72,2025-06-27 18:00:00
2025,6,27,19,0.0,22.81,2.38,2025-06-27 19:00:00
2025,6,27,20,0.0,22.63,2.27,2025-06-27 20:00:00
2025,6,27,21,0.0,22.47,2.5,2025-06-27 21:00:00
2025,6,27,22,0.0,22.41,2.59,2025-06-27 22:00:00
2025,6,27,23,0.0,22.4,2.71,2025-06-27 23:00:00
2025,6,28,0,0.0,22.23,2.81,2025-06-28 00:00:00
2025,6,28,1,0.0,21.98,2.87,2025-06-28 01:00:00
2025,6,28,2,0.0,21.76,2.87,2025-06-28 02:00:00
2025,6,28,3,0.0,21.58,2.64,2025-06-28 03:00:00
2025,6,28,4,0.0,21.55,2.39,2025-06-28 04:00:00
2025,6,28,5,0.0,21.56,2.33,2025-06-28 05:00:00
2025,6,28,6,0.0,21.9,2.83,2025-06-28 06:00:00
2025,6,28,7,0.0,22.82,3.37,2025-06-28 07:00:00
2025,6,28,8,0.0,24.21,3.86,2025-06-28 08:00:00
2025,6,28,9,0.0,25.47,4.32,2025-06-28 09:00:00
2025,6,28,10,0.0,26.28,4.75,2025-06-28 10:00:00
2025,6,28,11,0.0,26.88,5.06,2025-06-28 11:00:00
2025,6,28,12,0.0,27.2,5.2,2025-06-28 12:00:00
2025,6,28,13,0.0,27.23,5.2,2025-06-28 13:00:00
2025,6,28,14,0.0,26.98,5.14,2025-06-28 14:00:00
2025,6,28,15,0.0,26.47,4.94,2025-06-28 15:00:00
2025,6,28,16,0.0,25.62,4.6,2025-06-28 16:00:00
2025,6,28,17,0.0,24.52,4.17,2025-06-28 17:00:00
2025,6,28,18,0.0,23.39,3.64,2025-06-28 18:00:00
2025,6,28,19,0.0,22.79,3.33,2025-06-28 19:00:00
2025,6,28,20,0.0,22.63,3.24,2025-06-28 20:00:00
2025,6,28,21,0.0,22.5,3.11,2025-06-28 21:00:00
2025,6,28,22,0.0,22.44,3.17,2025-06-28 22:00:00
2025,6,28,23,0.0,22.4,3.15,2025-06-28 23:00:00
2025,6,29,0,0.0,22.34,3.09,2025-06-29 00:00:00
2025,6,29,1,0.0,22.22,3.01,2025-06-29 01:00:00
2025,6,29,2,0.0,22.1,2.95,2025-06-29 02:00:00
2025,6,29,3,0.0,21.95,2.87,2025-06-29 03:00:00
2025,6,29,4,0.0,21.76,2.71,2025-06-29 04:00:00
2025,6,29,5,0.0,21.68,2.69,2025-06-29 05:00:00
2025,6,29,6,0.0,21.86,2.99,2025-06-29 06:00:00
2025,6,29,7,0.0,22.36,3.43,2025-06-29 07:00:00
2025,6,29,8,0.0,23.01,3.57,2025-06-29 08:00:00
2025,6,29,9,0.0,24.01,3.82,2025-06-29 09:00:00
2025,6,29,10,0.0,25.1,4.06,2025-06-29 10:00:00
2025,6,29,11,0.0,25.89,4.38,2025-06-29 11:00:00
2025,6,29,12,0.0,26.07,4.71,2025-06-29 12:00:00
2025,6,29,13,0.0,25.99,4.84,2025-06-29 13:00:00
2025,6,29,14,0.0,25.94,4.78,2025-06-29 14:00:00
2025,6,29,15,0.0,25.51,4.7,2025-06-29 15:00:00
2025,6,29,16,0.0,24.62,4.13,2025-06-29 16:00:00
2025,6,29,17,0.0,23.77,3.36,2025-06-29 17:00:00
2025,6,29,18,0.0,23.09,2.84,2025-06-29 18:00:00
2025,6,29,19,0.0,22.63,2.77,2025-06-29 19:00:00
2025,6,29,20,0.0,22.39,2.78,2025-06-29 20:00:00
2025,6,29,21,0.0,22.28,3.02,2025-06-29 21:00:00
2025,6,29,22,0.0,22.19,3.25,2025-06-29 22:00:00
2025,6,29,23,0.0,22.1,3.27,2025-06-29 23:00:00
2025,6,30,0,0.0,22.1,3.28,2025-06-30 00:00:00
2025,6,30,1,0.0,22.12,3.26,2025-06-30 01:00:00
2025,6,30,2,0.0,22.14,3.32,2025-06-30 02:00:00
2025,6,30,3,0.0,22.24,3.3,2025-06-30 03:00:00
2025,6,30,4,0.0,22.35,3.13,2025-06-30 04:00:00
2025,6,30,5,0.0,22.39,3.21,2025-06-30 05:00:00
2025,6,30,6,0.0,22.51,3.32,2025-06-30 06:00:00
2025,6,30,7,0.0,23.0,3.39,2025-06-30 07:00:00
2025,6,30,8,0.0,23.59,3.53,2025-06-30 08:00:00
2025,6,30,9,0.0,24.12,3.81,2025-06-30 09:00:00
2025,6,30,10,0.0,24.44,4.06,2025-06-30 10:00:00
2025,6,30,11,0.0,24.96,4.3,2025-06-30 11:00:00
2025,6,30,12,0.0,25.21,4.47,2025-06-30 12:00:00
2025,6,30,13,0.0,25.52,4.41,2025-06-30 13:00:00
2025,6,30,14,0.0,25.64,4.42,2025-06-30 14:00:00
2025,6,30,15,0.0,25.18,4.38,2025-06-30 15:00:00
2025,6,30,16,0.0,24.64,4.26,2025-06-30 16:00:00
2025,6,30,17,0.0,23.78,3.88,2025-06-30 17:00:00
2025,6,30,18,0.0,22.89,3.44,2025-06-30 18:00:00
2025,6,30,19,0.0,22.45,3.04,2025-06-30 19:00:00
2025,6,30,20,0.0,22.37,2.94,2025-06-30 20:00:00
2025,6,30,21,0.0,22.29,2.95,2025-06-30 21:00:00
2025,6,30,22,0.0,22.18,3.0,2025-06-30 22:00:00
2025,6,30,23,0.0,21.99,3.04,2025-06-30 23:00:00
2025,7,1,0,0.0,21.89,3.08,2025-07-01 00:00:00
2025,7,1,1,0.0,21.87,2.92,2025-07-01 01:00:00
2025,7,1,2,0.0,21.84,2.87,2025-07-01 02:00:00
2025,7,1,3,0.0,21.8,2.85,2025-07-01 03:00:00
2025,7,1,4,0.0,21.74,2.78,2025-07-01 04:00:00
2025,7,1,5,0.0,21.72,2.78,2025-07-01 05:00:00
2025,7,1,6,0.0,21.93,2.99,2025-07-01 06:00:00
2025,7,1,7,0.0,22.54,3.13,2025-07-01 07:00:00
2025,7,1,8,0.0,23.21,3.17,2025-07-01 08:00:00
2025,7,1,9,0.0,23.93,3.37,2025-07-01 09:00:00
2025,7,1,10,0.0,24.41,3.56,2025-07-01 10:00:00
2025,7,1,11,0.0,24.59,3.73,2025-07-01 11:00:00
2025,7,1,12,0.0,24.57,3.91,2025-07-01 12:00:00
2025,7,1,13,0.0,24.25,3.7,2025-07-01 13:00:00
2025,7,1,14,0.0,24.0,3.45,2025-07-01 14:00:00
2025,7,1,15,0.0,23.57,3.41,2025-07-01 15:00:00
2025,7,1,16,0.0,23.14,3.14,2025-07-01 16:00:00
2025,7,1,17,0.0,22.78,2.81,2025-07-01 17:00:00
2025,7,1,18,0.0,22.5,2.51,2025-07-01 18:00:00
2025,7,1,19,0.0,22.25,2.5,2025-07-01 19:00:00
2025,7,1,20,0.0,22.16,2.39,2025-07-01 20:00:00
2025,7,1,21,0.0,22.15,2.35,2025-07-01 21:00:00
2025,7,1,22,0.0,22.2,2.42,2025-07-01 22:00:00
2025,7,1,23,0.0,22.16,2.78,2025-07-01 23:00:00
2025,7,2,0,0.0,21.98,2.76,2025-07-02 00:00:00
2025,7,2,1,0.0,21.9,2.71,2025-07-02 01:00:00
2025,7,2,2,0.0,21.92,2.83,2025-07-02 02:00:00
2025,7,2,3,0.0,21.95,2.89,2025-07-02 03:00:00
2025,7,2,4,0.0,21.99,2.97,2025-07-02 04:00:00
2025,7,2,5,0.0,22.05,3.06,2025-07-02 05:00:00
2025,7,2,6,0.0,22.23,3.34,2025-07-02 06:00:00
2025,7,2,7,0.0,22.71,3.71,2025-07-02 07:00:00
2025,7,2,8,0.0,23.46,3.93,2025-07-02 08:00:00
2025,7,2,9,0.0,24.16,4.02,2025-07-02 09:00:00
2025,7,2,10,0.0,24.99,4.44,2025-07-02 10:00:00
2025,7,2,11,0.0,25.33,4.72,2025-07-02 11:00:00
2025,7,2,12,0.0,24.95,4.7,2025-07-02 12:00:00
2025,7,2,13,0.0,24.58,4.8,2025-07-02 13:00:00
2025,7,2,14,0.0,24.0,4.42,2025-07-02 14:00:00
2025,7,2,15,0.0,23.54,3.93,2025-07-02 15:00:00
2025,7,2,16,0.0,23.12,3.54,2025-07-02 16:00:00
2025,7,2,17,0.0,22.62,3.23,2025-07-02 17:00:00
2025,7,2,18,0.0,22.2,2.82,2025-07-02 18:00:00
2025,7,2,19,0.0,21.9,2.47,2025-07-02 19:00:00
2025,7,2,20,0.0,21.76,2.46,2025-07-02 20:00:00
2025,7,2,21,0.0,21.75,2.63,2025-07-02 21:00:00
2025,7,2,22,0.0,21.8,2.68,2025-07-02 22:00:00
2025,7,2,23,0.0,21.81,2.74,2025-07-02 23:00:00
2025,7,3,0,0.0,21.84,3.01,2025-07-03 00:00:00
2025,7,3,1,0.0,21.91,3.19,2025-07-03 01:00:00
2025,7,3,2,0.0,21.99,3.29,2025-07-03 02:00:00
2025,7,3,3,0.0,21.99,3.16,2025-07-03 03:00:00
2025,7,3,4,0.0,22.01,3.14,2025-07-03 04:00:00
2025,7,3,5,0.0,22.02,3.11,2025-07-03 05:00:00
2025,7,3,6,0.0,22.25,2.91,2025-07-03 06:00:00
2025,7,3,7,0.0,22.6,3.12,2025-07-03 07:00:00
2025,7,3,8,0.0,23.38,3.74,2025-07-03 08:00:00
2025,7,3,9,0.0,24.16,4.41,2025-07-03 09:00:00
2025,7,3,10,0.0,24.8,4.6,2025-07-03 10:00:00
2025,7,3,11,0.0,25.21,4.62,2025-07-03 11:00:00
2025,7,3,12,0.0,24.87,4.37,2025-07-03 12:00:00
2025,7,3,13,0.0,24.3,4.06,2025-07-03 13:00:00
2025,7,3,14,0.0,23.75,3.77,2025-07-03 14:00:00
2025,7,3,15,0.0,23.43,3.75,2025-07-03 15:00:00
2025,7,3,16,0.0,23.27,3.68,2025-07-03 16:00:00
2025,7,3,17,0.0,23.07,3.5,2025-07-03 17:00:00
2025,7,3,18,0.0,22.74,3.23,2025-07-03 18:00:00
2025,7,3,19,0.0,22.48,3.31,2025-07-03 19:00:00
2025,7,3,20,0.0,22.31,3.41,2025-07-03 20:00:00
2025,7,3,21,0.0,22.17,3.44,2025-07-03 21:00:00
2025,7,3,22,0.0,22.05,3.46,2025-07-03 22:00:00
2025,7,3,23,0.0,22.0,3.66,2025-07-03 23:00:00
2025,7,4,0,0.0,21.98,3.82,2025-07-04 00:00:00
2025,7,4,1,0.0,21.96,3.96,2025-07-04 01:00:00
2025,7,4,2,0.0,22.0,3.82,2025-07-04 02:00:00
2025,7,4,3,0.0,22.05,3.55,2025-07-04 03:00:00
2025,7,4,4,0.0,22.18,3.19,2025-07-04 04:00:00
2025,7,4,5,0.0,22.29,3.08,2025-07-04 05:00:00
2025,7,4,6,0.0,22.47,3.28,2025-07-04 06:00:00
2025,7,4,7,0.0,22.87,3.79,2025-07-04 07:00:00
2025,7,4,8,0.0,23.43,4.38,2025-07-04 08:00:00
2025,7,4,9,0.0,24.25,4.64,2025-07-04 09:00:00
2025,7,4,10,0.0,25.02,4.74,2025-07-04 10:00:00
2025,7,4,11,0.0,25.29,4.79,2025-07-04 11:00:00
2025,7,4,12,0.0,25.15,4.73,2025-07-04 12:00:00
2025,7,4,13,0.0,24.9,4.52,2025-07-04 13:00:00
2025,7,4,14,0.0,24.76,4.51,2025-07-04 14:00:00
2025,7,4,15,0.0,24.41,4.14,2025-07-04 15:00:00
2025,7,4,16,0.0,23.97,4.07,2025-07-04 16:00:00
2025,7,4,17,0.0,23.5,4.02,2025-07-04 17:00:00
2025,7,4,18,0.0,22.88,3.58,2025-07-04 18:00:00
2025,7,4,19,0.0,22.48,3.13,2025-07-04 19:00:00
2025,7,4,20,0.0,22.34,3.04,2025-07-04 20:00:00
2025,7,4,21,0.0,22.2,3.23,2025-07-04 21:00:00
2025,7,4,22,0.0,22.07,3.11,2025-07-04 22:00:00
2025,7,4,23,0.0,22.01,3.25,2025-07-04 23:00:00
2025,7,5,0,0.0,22.08,3.41,2025-07-05 00:00:00
2025,7,5,1,0.0,22.14,3.49,2025-07-05 01:00:00
2025,7,5,2,0.0,22.15,3.56,2025-07-05 02:00:00
2025,7,5,3,0.0,22.13,3.62,2025-07-05 03:00:00
2025,7,5,4,0.0,22.19,3.39,2025-07-05 04:00:00
2025,7,5,5,0.0,22.2,3.64,2025-07-05 05:00:00
2025,7,5,6,0.0,22.38,3.73,2025-07-05 06:00:00
2025,7,5,7,0.0,22.99,3.72,2025-07-05 07:00:00
2025,7,5,8,0.0,23.51,3.67,2025-07-05 08:00:00
2025,7,5,9,0.0,23.83,3.82,2025-07-05 09:00:00
2025,7,5,10,0.0,24.18,4.29,2025-07-05 10:00:00
2025,7,5,11,0.0,24.54,4.75,2025-07-05 11:00:00
2025,7,5,12,0.0,24.39,4.73,2025-07-05 12:00:00
2025,7,5,13,0.0,23.89,4.55,2025-07-05 13:00:00
2025,7,5,14,0.0,23.48,4.37,2025-07-05 14:00:00
2025,7,5,15,0.0,23.38,4.16,2025-07-05 15:00:00
2025,7,5,16,0.0,23.21,4.11,2025-07-05 16:00:00
2025,7,5,17,0.0,22.96,4.08,2025-07-05 17:00:00
2025,7,5,18,0.0,22.69,3.9,2025-07-05 18:00:00
2025,7,5,19,0.0,22.45,3.84,2025-07-05 19:00:00
2025,7,5,20,0.0,22.24,3.97,2025-07-05 20:00:00
2025,7,5,21,0.0,22.13,4.13,2025-07-05 21:00:00
2025,7,5,22,0.0,22.07,4.08,2025-07-05 22:00:00
2025,7,5,23,0.0,22.05,4.02,2025-07-05 23:00:00
2025,7,6,0,0.0,22.09,3.89,2025-07-06 00:00:00
2025,7,6,1,0.0,22.19,3.81,2025-07-06 01:00:00
2025,7,6,2,0.0,22.28,3.79,2025-07-06 02:00:00
2025,7,6,3,0.0,22.3,3.83,2025-07-06 03:00:00
2025,7,6,4,0.0,22.27,3.71,2025-07-06 04:00:00
2025,7,6,5,0.0,22.12,3.57,2025-07-06 05:00:00
2025,7,6,6,0.0,22.21,3.52,2025-07-06 06:00:00
2025,7,6,7,0.0,22.57,3.7,2025-07-06 07:00:00
2025,7,6,8,0.0,23.04,4.1,2025-07-06 08:00:00
2025,7,6,9,0.0,23.62,4.51,2025-07-06 09:00:00
2025,7,6,10,0.0,24.43,5.09,2025-07-06 10:00:00
2025,7,6,11,0.0,24.86,5.4,2025-07-06 11:00:00
2025,7,6,12,0.0,24.77,5.49,2025-07-06 12:00:00
2025,7,6,13,0.0,24.59,5.32,2025-07-06 13:00:00
2025,7,6,14,0.0,24.08,4.85,2025-07-06 14:00:00
2025,7,6,15,0.0,23.75,4.31,2025-07-06 15:00:00
2025,7,6,16,0.0,23.47,4.0,2025-07-06 16:00:00
2025,7,6,17,0.0,23.11,3.72,2025-07-06 17:00:00
2025,7,6,18,0.0,22.79,3.5,2025-07-06 18:00:00
2025,7,6,19,0.0,22.59,3.43,2025-07-06 19:00:00
2025,7,6,20,0.0,22.45,3.62,2025-07-06 20:00:00
2025,7,6,21,0.0,22.39,3.52,2025-07-06 21:00:00
2025,7,6,22,0.0,22.33,3.47,2025-07-06 22:00:00
2025,7,6,23,0.0,22.26,3.4,2025-07-06 23:00:00
2025,7,7,0,0.0,0.0,0.0,2025-07-07 00:00:00
2025,7,7,1,0.0,0.0,0.0,2025-07-07 01:00:00
2025,7,7,2,0.0,0.0,0.0,2025-07-07 02:00:00
2025,7,7,3,0.0,0.0,0.0,2025-07-07 03:00:00
2025,7,7,4,0.0,0.0,0.0,2025-07-07 04:00:00
2025,7,7,5,0.0,0.0,0.0,2025-07-07 05:00:00
2025,7,7,6,0.0,0.0,0.0,2025-07-07 06:00:00
2025,7,7,7,0.0,0.0,0.0,2025-07-07 07:00:00
2025,7,7,8,0.0,0.0,0.0,2025-07-07 08:00:00
2025,7,7,9,0.0,0.0,0.0,2025-07-07 09:00:00
2025,7,7,10,0.0,0.0,0.0,2025-07-07 10:00:00
2025,7,7,11,0.0,0.0,0.0,2025-07-07 11:00:00
2025,7,7,12,0.0,0.0,0.0,2025-07-07 12:00:00
2025,7,7,13,0.0,0.0,0.0,2025-07-07 13:00:00
2025,7,7,14,0.0,0.0,0.0,2025-07-07 14:00:00
2025,7,7,15,0.0,0.0,0.0,2025-07-07 15:00:00
2025,7,7,16,0.0,0.0,0.0,2025-07-07 16:00:00
2025,7,7,17,0.0,0.0,0.0,2025-07-07 17:00:00
2025,7,7,18,0.0,0.0,0.0,2025-07-07 18:00:00
2025,7,7,19,0.0,0.0,0.0,2025-07-07 19:00:00
2025,7,7,20,0.0,0.0,0.0,2025-07-07 20:00:00
2025,7,7,21,0.0,0.0,0.0,2025-07-07 21:00:00
2025,7,7,22,0.0,0.0,0.0,2025-07-07 22:00:00
2025,7,7,23,0.0,0.0,0.0,2025-07-07 23:00:00
2025,7,8,0,0.0,0.0,0.0,2025-07-08 00:00:00
2025,7,8,1,0.0,0.0,0.0,2025-07-08 01:00:00
2025,7,8,2,0.0,0.0,0.0,2025-07-08 02:00:00
2025,7,8,3,0.0,0.0,0.0,2025-07-08 03:00:00
2025,7,8,4,0.0,0.0,0.0,2025-07-08 04:00:00
2025,7,8,5,0.0,0.0,0.0,2025-07-08 05:00:00
2025,7,8,6,0.0,0.0,0.0,2025-07-08 06:00:00
2025,7,8,7,0.0,0.0,0.0,2025-07-08 07:00:00
2025,7,8,8,0.0,0.0,0.0,2025-07-08 08:00:00
2025,7,8,9,0.0,0.0,0.0,2025-07-08 09:00:00
2025,7,8,10,0.0,0.0,0.0,2025-07-08 10:00:00
2025,7,8,11,0.0,0.0,0.0,2025-07-08 11:00:00
2025,7,8,12,0.0,0.0,0.0,2025-07-08 12:00:00
2025,7,8,13,0.0,0.0,0.0,2025-07-08 13:00:00
2025,7,8,14,0.0,0.0,0.0,2025-07-08 14:00:00
2025,7,8,15,0.0,0.0,0.0,2025-07-08 15:00:00
2025,7,8,16,0.0,0.0,0.0,2025-07-08 16:00:00
2025,7,8,17,0.0,0.0,0.0,2025-07-08 17:00:00
2025,7,8,18,0.0,0.0,0.0,2025-07-08 18:00:00
2025,7,8,19,0.0,0.0,0.0,2025-07-08 19:00:00
2025,7,8,20,0.0,0.0,0.0,2025-07-08 20:00:00
2025,7,8,21,0.0,0.0,0.0,2025-07-08 21:00:00
2025,7,8,22,0.0,0.0,0.0,2025-07-08 22:00:00
2025,7,8,23,0.0,0.0,0.0,2025-07-08 23:00:00
2025,7,9,0,0.0,0.0,0.0,2025-07-09 00:00:00
2025,7,9,1,0.0,0.0,0.0,2025-07-09 01:00:00
2025,7,9,2,0.0,0.0,0.0,2025-07-09 02:00:00
2025,7,9,3,0.0,0.0,0.0,2025-07-09 03:00:00
2025,7,9,4,0.0,0.0,0.0,2025-07-09 04:00:00
2025,7,9,5,0.0,0.0,0.0,2025-07-09 05:00:00
2025,7,9,6,0.0,0.0,0.0,2025-07-09 06:00:00
2025,7,9,7,0.0,0.0,0.0,2025-07-09 07:00:00
2025,7,9,8,0.0,0.0,0.0,2025-07-09 08:00:00
2025,7,9,9,0.0,0.0,0.0,2025-07-09 09:00:00
2025,7,9,10,0.0,0.0,0.0,2025-07-09 10:00:00
2025,7,9,11,0.0,0.0,0.0,2025-07-09 11:00:00
2025,7,9,12,0.0,0.0,0.0,2025-07-09 12:00:00
2025,7,9,13,0.0,0.0,0.0,2025-07-09 13:00:00
2025,7,9,14,0.0,0.0,0.0,2025-07-09 14:00:00
2025,7,9,15,0.0,0.0,0.0,2025-07-09 15:00:00
2025,7,9,16,0.0,0.0,0.0,2025-07-09 16:00:00
2025,7,9,17,0.0,0.0,0.0,2025-07-09 17:00:00
2025,7,9,18,0.0,0.0,0.0,2025-07-09 18:00:00
2025,7,9,19,0.0,0.0,0.0,2025-07-09 19:00:00
2025,7,9,20,0.0,0.0,0.0,2025-07-09 20:00:00
2025,7,9,21,0.0,0.0,0.0,2025-07-09 21:00:00
2025,7,9,22,0.0,0.0,0.0,2025-07-09 22:00:00
2025,7,9,23,0.0,0.0,0.0,2025-07-09 23:00:00
